Time stamp,Active power consumed [W],Voltage AC [V_ac],Current AC [I_ac]
2022-05-11 15:02:29,1256.97,211.87,5.93
2022-05-11 15:02:30,1239.35,211.71,5.85
2022-05-11 15:02:31,1222.45,211.56,5.78
2022-05-11 15:02:32,1206.3,211.41,5.71
2022-05-11 15:02:33,1190.9,211.27,5.64
2022-05-11 15:02:34,1176.26,211.14,5.57
2022-05-11 15:02:35,1162.38,211.02,5.51
2022-05-11 15:02:36,1149.29,210.9,5.45
2022-05-11 15:02:37,1136.98,210.79,5.39
2022-05-11 15:02:38,1125.46,210.68,5.34
2022-05-11 15:02:39,1114.74,210.59,5.29
2022-05-11 15:02:40,1104.82,210.5,5.25
2022-05-11 15:02:41,1095.71,210.41,5.21
2022-05-11 15:02:42,1087.42,210.34,5.17
2022-05-11 15:02:43,1079.95,210.27,5.14
2022-05-11 15:02:44,1073.3,210.21,5.11
2022-05-11 15:02:45,1067.48,210.16,5.08
2022-05-11 15:02:46,1062.49,210.11,5.06
2022-05-11 15:02:47,1058.33,210.08,5.04
2022-05-11 15:02:48,1055.01,210.05,5.02
2022-05-11 15:02:49,1052.53,210.02,5.01
2022-05-11 15:02:50,1050.89,210.01,5.0
2022-05-11 15:02:51,1050.09,210.0,5.0
2022-05-11 15:02:52,1050.13,210.0,5.0
2022-05-11 15:02:53,1051.0,210.01,5.0
2022-05-11 15:02:54,1052.72,210.02,5.01
2022-05-11 15:02:55,1055.28,210.05,5.02
2022-05-11 15:02:56,1058.68,210.08,5.04
2022-05-11 15:02:57,1062.91,210.12,5.06
2022-05-11 15:02:58,1067.97,210.16,5.08
2022-05-11 15:02:59,1073.87,210.22,5.11
2022-05-11 15:03:00,1080.59,210.28,5.14
2022-05-11 15:03:01,1088.14,210.35,5.17
2022-05-11 15:03:02,1096.51,210.42,5.21
2022-05-11 15:03:03,1105.69,210.51,5.25
2022-05-11 15:03:04,1115.68,210.6,5.3
2022-05-11 15:03:05,1126.47,210.69,5.35
2022-05-11 15:03:06,1138.06,210.8,5.4
2022-05-11 15:03:07,1150.45,210.91,5.45
2022-05-11 15:03:08,1163.61,211.03,5.51
2022-05-11 15:03:09,1177.55,211.15,5.58
2022-05-11 15:03:10,1192.27,211.29,5.64
2022-05-11 15:03:11,1207.74,211.42,5.71
2022-05-11 15:03:12,1223.96,211.57,5.79
2022-05-11 15:03:13,1240.92,211.72,5.86
2022-05-11 15:03:14,1258.61,211.88,5.94
2022-05-11 15:03:15,1277.02,212.04,6.02
2022-05-11 15:03:16,1296.15,212.22,6.11
2022-05-11 15:03:17,1315.97,212.39,6.2
2022-05-11 15:03:18,1336.47,212.57,6.29
2022-05-11 15:03:19,1357.65,212.76,6.38
2022-05-11 15:03:20,1379.49,212.96,6.48
2022-05-11 15:03:21,1401.97,213.15,6.58
2022-05-11 15:03:22,1425.09,213.36,6.68
2022-05-11 15:03:23,1448.83,213.57,6.78
2022-05-11 15:03:24,1473.17,213.78,6.89
2022-05-11 15:03:25,1498.09,214.0,7.0
2022-05-11 15:03:26,1523.59,214.22,7.11
2022-05-11 15:03:27,1549.65,214.45,7.23
2022-05-11 15:03:28,1576.24,214.68,7.34
2022-05-11 15:03:29,1603.35,214.92,7.46
2022-05-11 15:03:30,1630.97,215.16,7.58
2022-05-11 15:03:31,1659.06,215.4,7.7
2022-05-11 15:03:32,1687.63,215.65,7.83
2022-05-11 15:03:33,1716.64,215.9,7.95
2022-05-11 15:03:34,1746.08,216.16,8.08
2022-05-11 15:03:35,1775.92,216.41,8.21
2022-05-11 15:03:36,1806.15,216.67,8.34
2022-05-11 15:03:37,1836.75,216.93,8.47
2022-05-11 15:03:38,1867.69,217.2,8.6
2022-05-11 15:03:39,1898.95,217.46,8.73
2022-05-11 15:03:40,1930.51,217.73,8.87
2022-05-11 15:03:41,1962.34,218.0,9.0
2022-05-11 15:03:42,1994.43,218.27,9.14
2022-05-11 15:03:43,2026.75,218.55,9.27
2022-05-11 15:03:44,2059.28,218.82,9.41
2022-05-11 15:03:45,2091.98,219.1,9.55
2022-05-11 15:03:46,2124.85,219.37,9.69
2022-05-11 15:03:47,2157.85,219.65,9.82
2022-05-11 15:03:48,2190.96,219.92,9.96
2022-05-11 15:03:49,2224.15,220.2,10.1
2022-05-11 15:03:50,2257.39,220.48,10.24
2022-05-11 15:03:51,2290.68,220.75,10.38
2022-05-11 15:03:52,2323.96,221.03,10.51
2022-05-11 15:03:53,2357.23,221.3,10.65
2022-05-11 15:03:54,2390.45,221.58,10.79
2022-05-11 15:03:55,2423.6,221.85,10.92
2022-05-11 15:03:56,2456.66,222.12,11.06
2022-05-11 15:03:57,2489.58,222.39,11.19
2022-05-11 15:03:58,2522.36,222.66,11.33
2022-05-11 15:03:59,2554.96,222.92,11.46
2022-05-11 15:04:00,2587.35,223.19,11.59
2022-05-11 15:04:01,2619.51,223.45,11.72
2022-05-11 15:04:02,2651.41,223.7,11.85
2022-05-11 15:04:03,2683.03,223.96,11.98
2022-05-11 15:04:04,2714.34,224.21,12.11
2022-05-11 15:04:05,2745.31,224.46,12.23
2022-05-11 15:04:06,2775.92,224.71,12.35
2022-05-11 15:04:07,2806.14,224.95,12.47
2022-05-11 15:04:08,2835.95,225.19,12.59
2022-05-11 15:04:09,2865.31,225.42,12.71
2022-05-11 15:04:10,2894.21,225.65,12.83
2022-05-11 15:04:11,2922.62,225.88,12.94
2022-05-11 15:04:12,2950.51,226.1,13.05
2022-05-11 15:04:13,2977.86,226.32,13.16
2022-05-11 15:04:14,3004.65,226.53,13.26
2022-05-11 15:04:15,3030.85,226.73,13.37
2022-05-11 15:04:16,3056.44,226.94,13.47
2022-05-11 15:04:17,3081.4,227.13,13.57
2022-05-11 15:04:18,3105.7,227.32,13.66
2022-05-11 15:04:19,3129.33,227.51,13.75
2022-05-11 15:04:20,3152.25,227.69,13.84
2022-05-11 15:04:21,3174.46,227.86,13.93
2022-05-11 15:04:22,3195.93,228.03,14.02
2022-05-11 15:04:23,3216.64,228.19,14.1
2022-05-11 15:04:24,3236.57,228.35,14.17
2022-05-11 15:04:25,3255.7,228.5,14.25
2022-05-11 15:04:26,3274.03,228.64,14.32
2022-05-11 15:04:27,3291.52,228.78,14.39
2022-05-11 15:04:28,3308.17,228.9,14.45
2022-05-11 15:04:29,3323.95,229.03,14.51
2022-05-11 15:04:30,3338.86,229.14,14.57
2022-05-11 15:04:31,3352.88,229.25,14.63
2022-05-11 15:04:32,3366.0,229.35,14.68
2022-05-11 15:04:33,3378.2,229.45,14.72
2022-05-11 15:04:34,3389.48,229.53,14.77
2022-05-11 15:04:35,3399.81,229.61,14.81
2022-05-11 15:04:36,3409.21,229.69,14.84
2022-05-11 15:04:37,3417.64,229.75,14.88
2022-05-11 15:04:38,3425.12,229.81,14.9
2022-05-11 15:04:39,3431.62,229.86,14.93
2022-05-11 15:04:40,3437.15,229.9,14.95
2022-05-11 15:04:41,3441.7,229.94,14.97
2022-05-11 15:04:42,3445.26,229.96,14.98
2022-05-11 15:04:43,3447.83,229.98,14.99
2022-05-11 15:04:44,3449.41,230.0,15.0
2022-05-11 15:04:45,3450.0,230.0,15.0
2022-05-11 15:04:46,3449.59,230.0,15.0
2022-05-11 15:04:47,3448.19,229.99,14.99
2022-05-11 15:04:48,3445.8,229.97,14.98
2022-05-11 15:04:49,3442.42,229.94,14.97
2022-05-11 15:04:50,3438.05,229.91,14.95
2022-05-11 15:04:51,3432.7,229.87,14.93
2022-05-11 15:04:52,3426.37,229.82,14.91
2022-05-11 15:04:53,3419.08,229.76,14.88
2022-05-11 15:04:54,3410.81,229.7,14.85
2022-05-11 15:04:55,3401.59,229.63,14.81
2022-05-11 15:04:56,3391.43,229.55,14.77
2022-05-11 15:04:57,3380.32,229.46,14.73
2022-05-11 15:04:58,3368.29,229.37,14.68
2022-05-11 15:04:59,3355.33,229.27,14.63
2022-05-11 15:05:00,3341.48,229.16,14.58
2022-05-11 15:05:01,3326.73,229.05,14.52
2022-05-11 15:05:02,3311.1,228.93,14.46
2022-05-11 15:05:03,3294.61,228.8,14.4
2022-05-11 15:05:04,3277.27,228.66,14.33
2022-05-11 15:05:05,3259.1,228.52,14.26
2022-05-11 15:05:06,3240.11,228.38,14.19
2022-05-11 15:05:07,3220.32,228.22,14.11
2022-05-11 15:05:08,3199.75,228.06,14.03
2022-05-11 15:05:09,3178.42,227.89,13.95
2022-05-11 15:05:10,3156.34,227.72,13.86
2022-05-11 15:05:11,3133.55,227.54,13.77
2022-05-11 15:05:12,3110.05,227.36,13.68
2022-05-11 15:05:13,3085.87,227.17,13.58
2022-05-11 15:05:14,3061.03,226.97,13.49
2022-05-11 15:05:15,3035.55,226.77,13.39
2022-05-11 15:05:16,3009.46,226.57,13.28
2022-05-11 15:05:17,2982.77,226.35,13.18
2022-05-11 15:05:18,2955.52,226.14,13.07
2022-05-11 15:05:19,2927.73,225.92,12.96
2022-05-11 15:05:20,2899.41,225.69,12.85
2022-05-11 15:05:21,2870.6,225.46,12.73
2022-05-11 15:05:22,2841.32,225.23,12.62
2022-05-11 15:05:23,2811.59,224.99,12.5
2022-05-11 15:05:24,2781.45,224.75,12.38
2022-05-11 15:05:25,2750.91,224.51,12.25
2022-05-11 15:05:26,2720.0,224.26,12.13
2022-05-11 15:05:27,2688.75,224.01,12.0
2022-05-11 15:05:28,2657.19,223.75,11.88
2022-05-11 15:05:29,2625.33,223.49,11.75
2022-05-11 15:05:30,2593.21,223.23,11.62
2022-05-11 15:05:31,2560.86,222.97,11.49
2022-05-11 15:05:32,2528.3,222.71,11.35
2022-05-11 15:05:33,2495.55,222.44,11.22
2022-05-11 15:05:34,2462.65,222.17,11.08
2022-05-11 15:05:35,2429.62,221.9,10.95
2022-05-11 15:05:36,2396.49,221.63,10.81
2022-05-11 15:05:37,2363.28,221.35,10.68
2022-05-11 15:05:38,2330.01,221.08,10.54
2022-05-11 15:05:39,2296.73,220.8,10.4
2022-05-11 15:05:40,2263.44,220.53,10.26
2022-05-11 15:05:41,2230.19,220.25,10.13
2022-05-11 15:05:42,2196.98,219.97,9.99
2022-05-11 15:05:43,2163.86,219.7,9.85
2022-05-11 15:05:44,2130.84,219.42,9.71
2022-05-11 15:05:45,2097.95,219.15,9.57
2022-05-11 15:05:46,2065.21,218.87,9.44
2022-05-11 15:05:47,2032.65,218.6,9.3
2022-05-11 15:05:48,2000.29,218.32,9.16
2022-05-11 15:05:49,1968.16,218.05,9.03
2022-05-11 15:05:50,1936.28,217.78,8.89
2022-05-11 15:05:51,1904.66,217.51,8.76
2022-05-11 15:05:52,1873.35,217.25,8.62
2022-05-11 15:05:53,1842.35,216.98,8.49
2022-05-11 15:05:54,1811.69,216.72,8.36
2022-05-11 15:05:55,1781.39,216.46,8.23
2022-05-11 15:05:56,1751.48,216.2,8.1
2022-05-11 15:05:57,1721.96,215.95,7.97
2022-05-11 15:05:58,1692.87,215.7,7.85
2022-05-11 15:05:59,1664.22,215.45,7.72
2022-05-11 15:06:00,1636.04,215.2,7.6
2022-05-11 15:06:01,1608.33,214.96,7.48
2022-05-11 15:06:02,1581.13,214.73,7.36
2022-05-11 15:06:03,1554.44,214.49,7.25
2022-05-11 15:06:04,1528.29,214.27,7.13
2022-05-11 15:06:05,1502.69,214.04,7.02
2022-05-11 15:06:06,1477.66,213.82,6.91
2022-05-11 15:06:07,1453.21,213.61,6.8
2022-05-11 15:06:08,1429.36,213.4,6.7
2022-05-11 15:06:09,1406.13,213.19,6.6
2022-05-11 15:06:10,1383.53,212.99,6.5
2022-05-11 15:06:11,1361.57,212.8,6.4
2022-05-11 15:06:12,1340.27,212.61,6.3
2022-05-11 15:06:13,1319.64,212.42,6.21
2022-05-11 15:06:14,1299.7,212.25,6.12
2022-05-11 15:06:15,1280.45,212.08,6.04
2022-05-11 15:06:16,1261.91,211.91,5.95
2022-05-11 15:06:17,1244.08,211.75,5.88
2022-05-11 15:06:18,1226.99,211.6,5.8
2022-05-11 15:06:19,1210.63,211.45,5.73
2022-05-11 15:06:20,1195.02,211.31,5.66
2022-05-11 15:06:21,1180.17,211.18,5.59
2022-05-11 15:06:22,1166.09,211.05,5.53
2022-05-11 15:06:23,1152.78,210.93,5.47
2022-05-11 15:06:24,1140.26,210.82,5.41
2022-05-11 15:06:25,1128.52,210.71,5.36
2022-05-11 15:06:26,1117.58,210.61,5.31
2022-05-11 15:06:27,1107.44,210.52,5.26
2022-05-11 15:06:28,1098.12,210.44,5.22
2022-05-11 15:06:29,1089.6,210.36,5.18
2022-05-11 15:06:30,1081.9,210.29,5.14
2022-05-11 15:06:31,1075.03,210.23,5.11
2022-05-11 15:06:32,1068.98,210.17,5.09
2022-05-11 15:06:33,1063.77,210.13,5.06
2022-05-11 15:06:34,1059.38,210.09,5.04
2022-05-11 15:06:35,1055.84,210.05,5.03
2022-05-11 15:06:36,1053.13,210.03,5.01
2022-05-11 15:06:37,1051.25,210.01,5.01
2022-05-11 15:06:38,1050.22,210.0,5.0
2022-05-11 15:06:39,1050.03,210.0,5.0
2022-05-11 15:06:40,1050.68,210.01,5.0
2022-05-11 15:06:41,1052.17,210.02,5.01
2022-05-11 15:06:42,1054.5,210.04,5.02
2022-05-11 15:06:43,1057.67,210.07,5.03
2022-05-11 15:06:44,1061.67,210.11,5.05
2022-05-11 15:06:45,1066.51,210.15,5.07
2022-05-11 15:06:46,1072.18,210.2,5.1
2022-05-11 15:06:47,1078.68,210.26,5.13
2022-05-11 15:06:48,1086.0,210.33,5.16
2022-05-11 15:06:49,1094.14,210.4,5.2
2022-05-11 15:06:50,1103.1,210.48,5.24
2022-05-11 15:06:51,1112.87,210.57,5.29
2022-05-11 15:06:52,1123.45,210.67,5.33
2022-05-11 15:06:53,1134.82,210.77,5.38
2022-05-11 15:06:54,1146.99,210.88,5.44
2022-05-11 15:06:55,1159.94,210.99,5.5
2022-05-11 15:06:56,1173.68,211.12,5.56
2022-05-11 15:06:57,1188.18,211.25,5.62
2022-05-11 15:06:58,1203.44,211.39,5.69
2022-05-11 15:06:59,1219.46,211.53,5.76
2022-05-11 15:07:00,1236.22,211.68,5.84
2022-05-11 15:07:01,1253.71,211.84,5.92
2022-05-11 15:07:02,1271.93,212.0,6.0
2022-05-11 15:07:03,1290.86,212.17,6.08
2022-05-11 15:07:04,1310.49,212.34,6.17
2022-05-11 15:07:05,1330.81,212.52,6.26
2022-05-11 15:07:06,1351.81,212.71,6.36
2022-05-11 15:07:07,1373.47,212.9,6.45
2022-05-11 15:07:08,1395.78,213.1,6.55
2022-05-11 15:07:09,1418.72,213.3,6.65
2022-05-11 15:07:10,1442.29,213.51,6.76
2022-05-11 15:07:11,1466.47,213.72,6.86
2022-05-11 15:07:12,1491.24,213.94,6.97
2022-05-11 15:07:13,1516.58,214.16,7.08
2022-05-11 15:07:14,1542.49,214.39,7.19
2022-05-11 15:07:15,1568.93,214.62,7.31
2022-05-11 15:07:16,1595.9,214.86,7.43
2022-05-11 15:07:17,1623.38,215.09,7.55
2022-05-11 15:07:18,1651.35,215.34,7.67
2022-05-11 15:07:19,1679.79,215.58,7.79
2022-05-11 15:07:20,1708.69,215.83,7.92
2022-05-11 15:07:21,1738.01,216.09,8.04
2022-05-11 15:07:22,1767.75,216.34,8.17
2022-05-11 15:07:23,1797.87,216.6,8.3
2022-05-11 15:07:24,1828.37,216.86,8.43
2022-05-11 15:07:25,1859.22,217.13,8.56
2022-05-11 15:07:26,1890.39,217.39,8.7
2022-05-11 15:07:27,1921.87,217.66,8.83
2022-05-11 15:07:28,1953.63,217.93,8.96
2022-05-11 15:07:29,1985.66,218.2,9.1
2022-05-11 15:07:30,2017.91,218.47,9.24
2022-05-11 15:07:31,2050.39,218.75,9.37
2022-05-11 15:07:32,2083.05,219.02,9.51
2022-05-11 15:07:33,2115.87,219.3,9.65
2022-05-11 15:07:34,2148.84,219.57,9.79
2022-05-11 15:07:35,2181.92,219.85,9.92
2022-05-11 15:07:36,2215.09,220.13,10.06
2022-05-11 15:07:37,2248.32,220.4,10.2
2022-05-11 15:07:38,2281.6,220.68,10.34
2022-05-11 15:07:39,2314.89,220.95,10.48
2022-05-11 15:07:40,2348.16,221.23,10.61
2022-05-11 15:07:41,2381.4,221.5,10.75
2022-05-11 15:07:42,2414.57,221.77,10.89
2022-05-11 15:07:43,2447.65,222.05,11.02
2022-05-11 15:07:44,2480.62,222.32,11.16
2022-05-11 15:07:45,2513.44,222.58,11.29
2022-05-11 15:07:46,2546.08,222.85,11.43
2022-05-11 15:07:47,2578.54,223.11,11.56
2022-05-11 15:07:48,2610.76,223.38,11.69
2022-05-11 15:07:49,2642.74,223.63,11.82
2022-05-11 15:07:50,2674.44,223.89,11.95
2022-05-11 15:07:51,2705.84,224.14,12.07
2022-05-11 15:07:52,2736.9,224.39,12.2
2022-05-11 15:07:53,2767.61,224.64,12.32
2022-05-11 15:07:54,2797.94,224.88,12.44
2022-05-11 15:07:55,2827.86,225.12,12.56
2022-05-11 15:07:56,2857.35,225.36,12.68
2022-05-11 15:07:57,2886.38,225.59,12.79
2022-05-11 15:07:58,2914.92,225.82,12.91
2022-05-11 15:07:59,2942.95,226.04,13.02
2022-05-11 15:08:00,2970.46,226.26,13.13
2022-05-11 15:08:01,2997.4,226.47,13.24
2022-05-11 15:08:02,3023.76,226.68,13.34
2022-05-11 15:08:03,3049.52,226.88,13.44
2022-05-11 15:08:04,3074.66,227.08,13.54
2022-05-11 15:08:05,3099.14,227.27,13.64
2022-05-11 15:08:06,3122.95,227.46,13.73
2022-05-11 15:08:07,3146.07,227.64,13.82
2022-05-11 15:08:08,3168.47,227.82,13.91
2022-05-11 15:08:09,3190.15,227.99,13.99
2022-05-11 15:08:10,3211.06,228.15,14.07
2022-05-11 15:08:11,3231.21,228.31,14.15
2022-05-11 15:08:12,3250.56,228.46,14.23
2022-05-11 15:08:13,3269.11,228.6,14.3
2022-05-11 15:08:14,3286.83,228.74,14.37
2022-05-11 15:08:15,3303.71,228.87,14.43
2022-05-11 15:08:16,3319.73,228.99,14.5
2022-05-11 15:08:17,3334.88,229.11,14.56
2022-05-11 15:08:18,3349.15,229.22,14.61
2022-05-11 15:08:19,3362.51,229.33,14.66
2022-05-11 15:08:20,3374.96,229.42,14.71
2022-05-11 15:08:21,3386.49,229.51,14.76
2022-05-11 15:08:22,3397.09,229.59,14.8
2022-05-11 15:08:23,3406.74,229.67,14.83
2022-05-11 15:08:24,3415.44,229.73,14.87
2022-05-11 15:08:25,3423.18,229.79,14.9
2022-05-11 15:08:26,3429.95,229.85,14.92
2022-05-11 15:08:27,3435.74,229.89,14.95
2022-05-11 15:08:28,3440.55,229.93,14.96
2022-05-11 15:08:29,3444.38,229.96,14.98
2022-05-11 15:08:30,3447.23,229.98,14.99
2022-05-11 15:08:31,3449.08,229.99,15.0
2022-05-11 15:08:32,3449.93,230.0,15.0
2022-05-11 15:08:33,3449.8,230.0,15.0
2022-05-11 15:08:34,3448.67,229.99,14.99
2022-05-11 15:08:35,3446.55,229.97,14.99
2022-05-11 15:08:36,3443.44,229.95,14.97
2022-05-11 15:08:37,3439.34,229.92,14.96
2022-05-11 15:08:38,3434.26,229.88,14.94
2022-05-11 15:08:39,3428.2,229.83,14.92
2022-05-11 15:08:40,3421.16,229.78,14.89
2022-05-11 15:08:41,3413.16,229.72,14.86
2022-05-11 15:08:42,3404.2,229.65,14.82
2022-05-11 15:08:43,3394.29,229.57,14.79
2022-05-11 15:08:44,3383.44,229.49,14.74
2022-05-11 15:08:45,3371.66,229.4,14.7
2022-05-11 15:08:46,3358.96,229.3,14.65
2022-05-11 15:08:47,3345.34,229.19,14.6
2022-05-11 15:08:48,3330.84,229.08,14.54
2022-05-11 15:08:49,3315.45,228.96,14.48
2022-05-11 15:08:50,3299.19,228.83,14.42
2022-05-11 15:08:51,3282.08,228.7,14.35
2022-05-11 15:08:52,3264.13,228.56,14.28
2022-05-11 15:08:53,3245.37,228.42,14.21
2022-05-11 15:08:54,3225.79,228.26,14.13
2022-05-11 15:08:55,3205.43,228.1,14.05
